cui,nombre_pip,monto_inversion,monto_actualizado,fecha_ultimamodificacion
2300687,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SERVICIO DE AGUA POTABLE, LETRINAS SANITARIAS CON ARRASTRE HIDRAULICO Y BIODIGESTOR EN EL SECTORES DE HUACCOTO, HUALLUANI, TOROMANYA Y CANTUTA EN LA COMUNIDAD DE HUACCOTO DEL DISTRITO DE COLQUEMARCA, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 3,200,637.00","S/. 5,224,034.99",29/09/2021 04:30:12 p.m.
2300722,"MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN DEL INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO QUILLABAMBA - FILIAL QUELLOUNO, DISTRITO DE QUELLOUNO, PROVINCIA LA CONVENCIÓN, DEPARTAMENTO  CUSCO","S/. 7,095,716.00",S/. 0.00,
2300765,"MEJORAMIENTO DE LOS  SERVICIOS DE EDUCACIÓN INICIAL EN LAS IEIS 207 DE CAICAY Y 892 DE TAUCAMARCA,  DISTRITO DE CAICAY; PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO CUSCO","S/. 2,449,604.00","S/. 4,086,418.12",02/03/2021 04:44:05 p.m.
2300813,"MEJORAMIENTO DE LA PRESTACIÓN DE SERVICIOS EDUCATIVOS DE LA I.E. PRIMARIA N 50617 DE HUILLOC, DISTRITO DE OLLANTAYTAMBO - URUBAMBA - CUSCO","S/. 6,954,688.00","S/. 8,667,843.86",19/01/2021 03:55:21 p.m.
2300863,"RECUPERACION DE LOS SERVICIOS AMBIENTALES MEDIANTE LA REFORESTACION Y GESTION ORGANIZATIVA EN LA MICROCUENCA DE TINTINIQUIATO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 4,823,947.00","S/. 3,567,689.92",11/02/2022 10:00:41 a.m.
2300917,"CREACION DEL SERVICIO DE EDUCACIÓN INICIAL ESCOLARIZADO DEL II CICLO DE LA EBR, EN LA I.E.I. 1163, DE LA  COMUNIDAD DE HACIENDA PALLCA, CREADA CON EL PROGRAMA PRESUPUESTAL 0091, EN EL AÑO 2013, PARA,EL, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 2,271,255.00",S/. 0.00,
2300935,"AMPLIACION, MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA, DISTRITO DE HUAROCONDO - ANTA - CUSCO","S/. 1,597,649.00","S/. 762,913.69",16/06/2019 12:50:36 a.m.
2300940,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE EDUCACIÓN DE NIVEL SECUNDARIO DE LA I.E. N 56289 RICARDO PALMA EN EL SECTOR QUECHAPAMPA DE LA COMUNIDAD CAMPESINA  HUANACO, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO","S/. 4,816,968.00","S/. 11,872,937.22",15/02/2022 08:21:53 a.m.
2301084,"CREACION TROCHA CARROZABLE ENTRE LOS SECTORES DE PULLAHUAYO, CERROPAMPA, KIRI, Y JAUCHILLICA DE LA CC DE QUEHUINCHA DEL, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO","S/. 1,668,976.00","S/. 3,100,068.95",17/01/2022 08:51:38 a.m.
2301129,"CREACION DE LA TROCHA CARROZABLE ENTRE LOS SECTORES DE LIVITACA-SIPINA-PAMPAQHUASI- QORIMAYO, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO","S/. 3,492,059.00","S/. 3,917,891.94",23/11/2021 12:30:10 p.m.
2301132,"MEJORAMIENTO DE LA CADENA PRODUCTIVA DE HONGOS COMESTIBLES EN 07 COMUNIDADES CAMPESINAS EN EL DISTRITO DE ANTA, PROVINCIA DE ANTA - CUSCO","S/. 944,230.00",S/. 0.00,
2301167,"CREACION DEL SERVICIO DE ALERTA TEMPRANA CONTRA INUNDACIONES Y FLUJOS RAPIDOS EN LOS ACCESOS, RECURSOS Y CENTRO DE SOPORTE TURISTICO EN LA MICROCUENCA DEL RIO PATACANCHA DEL DISTRITO DE OLLANTAYTAMBO, PROVINCIA DE URUBAMBA, DEPARTAMENTO CUSCO","S/. 4,662,794.00","S/. 4,023,563.97",28/09/2021 03:19:59 p.m.
2301188,"MEJORAMIENTO DE LOS SERVICIOS DE PROMOCIÓN, PREVENCIÓN Y CUIDADO INTEGRAL DE GESTANTES Y NIÑOS MENORES DE 5 AÑOS PARA LA REDUCCIÓN DE LA DESNUTRICIÓN CRÓNICA EN CHAMACA, DISTRITO DE CHAMACA - CHUMBIVILCAS - CUSCO","S/. 5,056,062.00","S/. 5,262,353.46",28/12/2021 11:56:41 a.m.
2301234,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO RURAL EN LOS SECTORES DE MESARRUMIYOC, ESTANQUE, MARIACA Y BALCOMPATA -  ZONAL MANDOR, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 1,285,160.00","S/. 1,559,205.05",27/09/2021 12:41:18 p.m.
2301261,"MEJORAMIENTO DE LA COMPETITIVIDAD DE LA PRODUCCION DE VACUNOS EN EL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 8,392,121.00","S/. 6,661,286.97",15/03/2021 06:45:20 p.m.
2301273,"MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BÁSICO INTEGRAL DE LA COMUNIDADES DE HUADHUA, SECTOR INCASALTA Y COMUNIDAD DE LAMPAMARPA, DISTRITO DE ACOMAYO, PROVINCIA DE ACOMAYO - CUSCO","S/. 1,695,693.00","S/. 1,586,369.69",24/09/2021 12:25:11 p.m.
2301292,"MEJORAMIENTO DE LAS CAPACIDADES SOCIO-CULTURALES CON CARACTER INTERDISCIPLINARIO DE LOS EDUCANDOS DEL IV AL VII CICLO DE EDUCACION BASICA REGULAR EN EL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 1,205,016.00","S/. 1,916,428.16",04/10/2021 03:23:59 p.m.
2301350,"INSTALACION DE ESPIGONES EN LA MARGEN IZQUIERDA Y DERECHA DEL RIO VILCANOTA  SECTOR DE URPIPATA BAJA, PUENTE PAVAYOC-ENCUENTRO RÍO CHUYAPI,DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 3,610,737.00","S/. 7,566,159.39",24/01/2022 05:52:34 p.m.
2301596,"CREACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN LAS COMUNIDADES NATIVAS DE KAPIRUSHIARI - MOSOQLLACTA, IMPITARI, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO","S/. 2,121,807.00","S/. 2,299,188.80",21/09/2021 06:16:24 p.m.
2301652,"CREACION DE LA LOZA DEPORTIVA EN LA COMUNIDAD DE HUANCA HUANCA, DISTRITO DE HUANOQUITE - PARURO - CUSCO","S/. 434,212.00","S/. 489,815.86",10/06/2021 12:11:47 p.m.
2301687,"CREACION DE LA TROCHA CARROZABLE DEL TRAMO QUISACANCHA - YANACCOCHA  DE LA COMUNIDAD CAMPESINA DE SILLI DE, DISTRITO DE MARANGANI - CANCHIS - CUSCO","S/. 389,222.50","S/. 449,987.13",15/02/2022 02:50:30 p.m.
2301737,"AMPLIACION DEL SISTEMA DE ELECTRIFICACION EN LAS APVS. INTEGRACION TUPAC AMARU, JACINTO CCALLO Y PUENTE PIEDRA DEL DISTRITO YANAOCA, PROVINCIA DE CANAS - CUSCO","S/. 420,950.21","S/. 463,326.38",29/09/2021 05:20:05 p.m.
2301999,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL  DE LA AV. MANCO CCAPAC, DISTRITO DE WANCHAQ - CUSCO - CUSCO","S/. 2,830,170.00","S/. 3,984,610.09",26/02/2018 02:55:16 p.m.
2302056,"MEJORAMIENTO, AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO INTEGRAL EN EL SECTOR DE SAN CRISTOBAL, DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO","S/. 1,061,444.50","S/. 1,103,007.99",09/12/2019 08:45:24 a.m.
2302206,"MEJORAMIENTO DE LAS CAPACIDADES DEPORTIVAS PARA EL FOMENTO Y PROMOCION DEL DEPORTE DE LOS NIÑOS Y JOVENES A NIVEL, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO","S/. 7,990,685.00","S/. 1,228,414.19",30/09/2021 10:32:42 a.m.
2302210,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA AVENIDA SEÑOR DEL HUERTO DE LA COMUNIDAD DE TRAPICHE DEL DISTRITO DE SICUANI, PROVINCIA DE CANCHIS - CUSCO","S/. 873,111.45","S/. 1,064,474.85",28/12/2021 10:09:40 p.m.
2302243,"MEJORAMIENTO DE LOS SERVICIOS DEPORTIVOS DEL MINICOMPLEJO DE LA CAPITAL  DEL, DISTRITO DE VELILLE - CHUMBIVILCAS - CUSCO","S/. 1,927,058.00","S/. 1,933,234.51",27/06/2019 10:17:48 a.m.
2302274,"MEJORAMIENTO Y RECUPERACION DE AREAS DEGRADADAS MEDIANTE LA FORESTACION Y REFORESTACION EN EL DISTRITO DE SANTO TOMAS, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 5,066,293.00","S/. 5,238,900.88",30/09/2021 07:14:56 p.m.
2302413,"MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA LOCALIDAD DE  ACOS, PROVINCIA DE ACOMAYO - CUSCO","S/. 3,965,153.00","S/. 4,534,749.00",13/04/2018 12:32:24 p.m.
2302423,"INSTALACION DE LA DEFENSA RIBEREÑA DEL RIO MAPACHO DESDE EL LIMITE DE LA C.C DE MANZANARES - PUENTE JAILO EN EL CENTRO POBLADO DE SUNCHUBAMBA, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO","S/. 11,223,794.58",S/. 0.00,
2302434,"MEJORAMIENTO Y REHABILITACION DEL CAMINO VECINAL PUENTE QUESCCAÑUMA - HUAYNAHUARCO - CCARAPAMPA - HUISALLA (L=31.00 KM), EN EL DISTRITO DE VELILLE, PROVINCIA DE CHUMBIVILCAS - CUSCO","S/. 4,034,564.00","S/. 5,145,281.00",26/09/2018 04:21:37 p.m.
2302459,"MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ELIMINACION DE EXCRETAS EN EL SECTOR DE TTIO DE LA COMUNIDAD CAMPESINA UNION ARAZA DEL, DISTRITO DE MARCAPATA - QUISPICANCHI - CUSCO","S/. 410,010.56","S/. 426,603.15",29/11/2019 12:34:58 p.m.
2302467,"MEJORAMIENTO, AMPLIACION DEL CEMENTERIO GENERAL DEL CENTRO POBLADO DE UCHUCCARCO, DISTRITO DE CHAMACA - CHUMBIVILCAS - CUSCO","S/. 405,201.41","S/. 401,675.75",30/06/2020 10:23:33 a.m.
2302603,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DEPORTIVOS DE LOS SECTORES NUEVA VICTORIA, NUEVA YANACONA, QUERAPATA, TAMBOCANCHA, CUPER PUEBLO, HUITAPUJIO Y VALLECITO, DISTRITO DE CHINCHERO - URUBAMBA - CUSCO","S/. 1,024,977.00","S/. 1,566,068.59",28/12/2021 12:11:39 p.m.
2302624,"INSTALACION DEL SISTEMA DE ELECTRIFICACION RURAL EN EL VALLE DE CONCEVIDAYOC DE LA CUENCA DE SAN MIGUEL, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO","S/. 3,331,539.00","S/. 4,323,040.98",21/02/2018 05:39:03 p.m.
2302631,"CREACION DEL CAMINO VECINAL TRAMO PAMPACONAS - VISTA ALEGRE, CUENCA DE VILCABAMBA, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO","S/. 19,447,413.00","S/. 15,276,547.75",29/12/2021 11:55:45 p.m.
2302726,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA I.E PRIMARIA N 501236 ALTO YANASHIRI, ZONAL KITENI, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 1,757,038.00","S/. 2,355,197.55",22/04/2019 11:07:41 a.m.
2302746,"MEJORAMIENTO DE LOS SERVICIOS DE LA CADENA PRODUCTIVA DE ARTESANIA Y MANUALIDADES EN LA ORGANIZACION DE MUJERES DEL, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 938,317.78","S/. 1,166,825.12",14/01/2022 08:17:35 p.m.
2302775,"MEJORAMIENTO INTEGRAL DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES PRINCIPALES Y SECUNDARIAS DE LA  APV.PATA PATA, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 1,274,548.00","S/. 2,316,236.39",18/01/2022 02:34:39 p.m.
2302972,CONSTRUCCION PLANTA DE FRACCIONAMIENTO DE LGN EN LA PROVINCIA DE LA CONVENCION,"S/. 108,875,318.00",S/. 0.00,
2303001,"MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ELIMINACION DE EXCRETAS EN EL SECTOR DE MAMABAMBA DE LA COMUNIDAD CAMPESINA UNION ARAZA DEL , DISTRITO DE MARCAPATA - QUISPICANCHI - CUSCO","S/. 374,435.42","S/. 347,930.66",29/11/2019 12:03:35 p.m.
2303118,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION PRIMARIA N 50462 DANIEL ESTRADA PEREZ DE LA COMUNIDAD CAMPESINA DE INCA PAUCAR AYRE, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO","S/. 1,368,221.00","S/. 2,540,745.25",28/09/2021 03:44:24 p.m.
2303477,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES PRINCIPALES Y SECUNDARIAS DE LA A.P.V. UVIMAS IX, DISTRITO DE SAN JERONIMO - CUSCO - CUSCO","S/. 654,073.00","S/. 817,710.23",21/11/2019 10:05:46 a.m.
2303695,"CREACION DEL CAMINO VECINAL ENTRE LAS COMUNIDADES NATIVAS DE OTARI NATIVOS Y PUERTO KESHISATI DEL CENTRO POBLADO DE PUERTO MAYO, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 426,746.10","S/. 907,917.99",28/09/2021 10:30:10 a.m.
2303788,"MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO EN LA  COMUNIDAD DE YANAMA, DISTRITO DE OCONGATE - QUISPICANCHI - CUSCO","S/. 1,719,468.00",S/. 0.00,
2303849,"CREACION DEL CAMINO VECINAL TRAMO VISTA ALEGRE - CONCEVIDAYOC, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO","S/. 19,461,176.00","S/. 19,412,228.56",07/02/2022 04:03:26 p.m.
2303890,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE RIEGO DEL SECTOR DE QUICOBAMBA-ANEXO HUATOCTO DE LA COMUNIDAD CAMPESINA DE INCA PAUCAR AYRE, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO","S/. 598,224.55","S/. 980,242.46",28/09/2021 03:38:50 p.m.
2303891,"RECUPERACION DE LA COBERTURA VEGETAL A TRAVES DE LA FORESTACION Y REFORESTACION DEL, DISTRITO DE MARANGANI - CANCHIS - CUSCO","S/. 2,236,993.00","S/. 2,236,863.68",12/02/2019 04:23:41 p.m.
2303895,"MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y DISPOSICION DE EXCRETAS  DE LA COMUNIDAD DE ACCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO","S/. 6,452,388.00","S/. 6,452,388.00",
2303972,"CREACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN  EL SECTOR DE ALTO YUVENI, CUENCA DE SAN MIGUEL, DISTRITO DE VILCABAMBA - LA CONVENCION - CUSCO","S/. 2,192,937.00","S/. 2,194,066.79",01/10/2021 03:00:08 p.m.
2304006,"CREACION DEL SISTEMA DE RIEGO POR ASPERSIÓN EN LOS SECTORES RINCONADA, WASI WASI Y NUEVA ESPERANZA DE LA COMUNIDAD DE LLALLAPARA DEL  DISTRITO DE YANAOCA - PROVINCIA DE CANAS - DEPARTAMENTO DE CUSCO","S/. 1,482,214.52","S/. 1,360,332.58",27/12/2021 04:35:16 p.m.
2304008,"INSTALACION Y AMPLIACION DEL SERVICIO DE ENERGIA ELECTRICA MEDIANTE EL SISTEMA CONVENCIONAL EN LAS COMUNIDADES DE: BAJO KEPASHIATO, URBANIZACIN NUEVO AMANECER, BAJO UNION, ALTO UNION Y KEPASHIATO POBLADO, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 609,864.95","S/. 877,915.61",30/09/2021 02:59:27 p.m.
2304027,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD  PEATONAL EN LA CALLE Q DE LA URB. SAN JUDAS GRANDE, DISTRITO DE WANCHAQ - CUSCO - CUSCO","S/. 828,347.70","S/. 1,232,841.70",12/05/2021 07:34:51 p.m.
2304193,MEJORAMIENTO DEL SERVICIO DE INFORMACIÓN Y RELACIONES INTERINSTITUCIONALES DEL GOBIERNO REGIONAL DEL CUSCO,"S/. 1,343,438.00","S/. 1,932,557.01",21/01/2022 09:22:01 a.m.
2304219,"MEJORAMIENTO DEL CANAL DE RIEGO DE LA COMUNIDAD DE KUÑUTAMBO, DISTRITO DE RONDOCAN, PROVINCIA DE ACOMAYO - CUSCO","S/. 660,821.00","S/. 1,307,195.34",30/12/2021 11:04:46 a.m.
2304411,"MEJORAMIENTO DE CAPACIDADES INNOVADORAS DE LOS ARTESANOS TEXTILES EN, PROVINCIA DE CANCHIS - CUSCO","S/. 1,056,818.00","S/. 1,108,577.47",04/10/2021 12:09:48 p.m.
2304455,"INSTALACION DEL SERVICIO DE ENERGIA ELECTRICA MEDIANTE EL SISTEMA CONVENCIONAL EN EL VALLE DE KUMPIRUSHIATO III ETAPA, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 2,050,476.00","S/. 4,063,931.66",30/09/2021 01:03:45 p.m.
2304521,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA E INSTALACION DE LETRINAS CON ARRASTRE HIDRAULICO EN LA COMUNIDAD DE CHINTAPATA, DISTRITO DE YANATILE - CALCA - CUSCO","S/. 621,284.60","S/. 625,767.49",29/10/2021 11:38:06 a.m.
2304623,"CREACION Y ACONDICIONAMIENTO DE LOS SERVICIOS DE PROTECCION EN LA QUEBRADA DE PEROLHUAYCO, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO","S/. 6,592,822.00",S/. 0.00,
2304661,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA I.E DE NIVEL SECUNDARIO MOLLOMARCA DE LA COMUNIDAD CAMPESINA MOLLOMARCA DEL DISTRITO DE PUACARTAMBO ,, PROVINCIA DE PAUCARTAMBO - CUSCO","S/. 4,073,056.00","S/. 6,112,029.80",05/11/2021 04:29:48 p.m.
2304697,"MEJORAMIENTO DEL CAMPO DEPORTIVO DE LA COMUNIDAD CAMPESINA DE HUANCCO PILLPINTO, DISTRITO DE LAMAY - CALCA - CUSCO","S/. 519,202.90","S/. 590,023.87",
2304704,"MEJORAMIENTO DE LA SALUD Y NUTRICION DE LOS NIÑOS MENORES DE 5 AÑOS Y MADRES GESTANTES EN LAS 15 COMUNIDADES  CAMPESINAS, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO","S/. 5,116,111.00","S/. 3,081,241.57",17/05/2021 07:25:15 p.m.
2304719,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LOS SECTORES ARCO IRIS, CHACWAR, PUKA PUNKU, PALCCARAQUI PRINCIPAL DE LA COMUNIDAD DE PALCCARAQUI Y LA URBANIZACIÓN LA CANTUTA DEL DISTRITO DE  URUBAMBA, PROVINCIA DE URUBAMBA - CUSCO","S/. 6,642,497.00","S/. 9,428,002.78",28/12/2021 08:58:09 p.m.
2304782,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL PRIMARIO DE LA I.E 501198 DE LA COMUNIDAD DE ALTO SERRANUYOC, DISTRITO DE CCATCA - QUISPICANCHI - CUSCO","S/. 863,746.29","S/. 2,125,485.88",08/11/2021 10:17:14 a.m.
2304801,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DE LETRINAS LA C.C. DE JUAN VELASCO ALVARADO, SECTOR HUACUY DE LA C.C. DE PARARA, SECTOR LIMACPAMPA DE LA C.C. DE PAPRES, SECTOR MOYOC Y QUEPO DE LA C.C. DE PIRQUE Y  DEL DISTRITO DE  RONDOCAN, PROVINCIA DE ACOMAYO - CUSCO","S/. 3,159,380.00","S/. 7,947,250.66",16/08/2020 09:03:58 p.m.
2304862,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL EN EL PUENTE DEL SECTOR HUALLPAMAYTA ALTO, SOBRE EL RIO YURACMAYO - ZONAL HUALLPAMAYTA, DISTRITO DE MARANURA - LA CONVENCION - CUSCO","S/. 183,357.15","S/. 366,587.60",03/10/2018 10:09:09 a.m.
2304893,"CREACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO TECNIFICADO EN LA LOCALIDAD DE UNION VISTA ALEGRE DEL CENTRO POBLADO DE TAHUANTINSUYO LOBO, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 1,936,311.00","S/. 3,714,909.64",04/02/2022 06:20:09 p.m.
2304989,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE ENERGÍA ELÉCTRICA EN ZONAS MARGINALES DE LAS COMUNIDADES DE PUERTO MAYO, TERESA Y UNIÓN VISTOSO Y LAS COMUNIDADES DE SAN ANTONIO Y MIMIRINI ALTA DEL, DISTRITO DE PICHARI - LA CONVENCION - CUSCO","S/. 2,502,031.00","S/. 3,731,667.68",24/01/2022 09:50:42 a.m.
2305026,"MEJORAMIENTO DEL SERVICIO DE LA ALDEA INFANTIL SEÑOR DE QUILLABAMBA, DEL DISTRITO DE SANTA ANA DE LA PROVINCIA DE LA CONVENCIÓN, DEPARTAMENTO DEL CUSCO","S/. 3,749,138.00",S/. 0.00,
2305382,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO EN EL ANEXO DE TARCA DEL CENTRO POBLADO DE SAN JUAN, DISTRITO DE POMACANCHI - ACOMAYO - CUSCO","S/. 893,673.00","S/. 997,365.49",24/01/2017 04:44:06 p.m.
2305479,"MEJORAMIENTO DEL CAMINO VECINAL TRAMO: EMP.PE-28B (LAMAY) - POQUES - SAPACTO - DV.R26 - HUAMA - JANAC, DISTRITO DE LAMAY, PROVINCIA DE CALCA - CUSCO","S/. 17,720,266.00","S/. 19,568,147.62",29/09/2021 01:53:06 p.m.
2305548,"MEJORAMIENTO DE LA GESTION DE RESIDUOS SOLIDOS MUNICIPALES Y REDUCCION DE LA CONTAMINACION AMBIENTAL EN LAS ZONAS RURALES DE LAS LOCALIDADES DE ECHARATE, PALMA REAL, KEPASHIATO, KITENI, IVOCHOTE, DISTRITO DE ECHARATE - LA CONVENCION - CUSCO","S/. 9,834,685.00","S/. 6,196,047.29",11/02/2022 10:40:50 a.m.
2305814,"MEJORAMIENTO  DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN EL SECTOR DE ROCOTALES, TRAMO KM 58 + 680 AL KM 59 + 000  DEL CU 113, DEL DISTRITO DE KOSÑIPATA, PROVINCIA DE PAUCARTAMBO, REGION CUSCO","S/. 21,387,772.00","S/. 23,055,435.88",15/07/2021 09:16:48 a.m.
2305815,"CREACION DE LOS SERVICIOS DE TRANSITABILIDAD DESDE EL SECTOR DE ROCOTUYOC AL SECTOR DE ALTO SALLOCCANCHA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO","S/. 1,658,474.00","S/. 1,542,529.25",30/09/2021 03:11:38 p.m.
2305932,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA, MEDIANTE SISTEMA CONVENCIONAL EN EL CENTRO POBLADO DE CHANCAMAYO Y SECTORES, DISTRITO DE YANATILE - CALCA - CUSCO","S/. 167,591.00","S/. 210,256.70",
2306003,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LAS AREAS DE COMUNICACION Y MATEMATICAS EN LAS INSTITUCIONES EDUCATIVAS DEL NIVEL SECUNDARIO DEL DISTRIT O DE QUE LLOUNO, DISTRITO DE QUELLOUNO - LA CONVENCION - CUSCO","S/. 1,515,624.00","S/. 1,626,774.35",23/04/2019 03:32:33 p.m.
2306016,"MEJORAMIENTO DE LA OFERTA DE LOS SERVICIOS EDUCATIVOS DE LA I.E INICIAL N 270 NIÑO MERCEDARIO DEL DISTRITO DE PAUCARTAMBO, PROVINCIA DE PAUCARTAMBO - CUSCO","S/. 2,850,523.00","S/. 2,536,973.39",30/09/2021 12:03:15 p.m.
2306031,"RECUPERACION DE LOS SERVICIOS ECOSISTEMICOS DE PROVISION Y REGULACION HIDRICA EN LA MICROCUENCA DE POMACANCHI, DISTRITO DE POMACANCHI - ACOMAYO - CUSCO","S/. 852,817.55","S/. 1,069,936.65",30/09/2021 05:04:38 p.m.
2306047,"MEJORAMIENTO DEL SERVICIO E INNOVACION TECNOLOGICA DE LA CADENA PRODUCTIVA DE VACUNOS DE CARNE EN LAS CC. HUANCCARA, PAMPACHULLA, MUÑAPATA, PAROCCAN, SALLAC, URCOSPAMPA Y CJOÑAMURO DEL DISTRITO DE URCOS, PROVINCIA DE QUISPICANCHI - CUSCO","S/. 766,908.50","S/. 1,114,904.20",02/07/2021 04:11:21 p.m.
2306055,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO EN EL ANEXO DE QORAQUECHA, CENTRO POBLADO DE SAN JUAN, DISTRITO DE POMACANCHI - ACOMAYO - CUSCO","S/. 1,718,779.00","S/. 1,847,880.00",25/01/2017 12:27:59 p.m.
2306063,"CREACION DEL SERVICIO DE PROTECCION CONTRA INUNDACIONES DEL MARGEN DERECHA E IZQUIERDA DEL RIACHUELO DE IRWAQUYO DE LA COMUNIDAD DE AÑAHUICHI, DISTRITO DE CHAMACA - CHUMBIVILCAS - CUSCO","S/. 1,148,699.55","S/. 1,427,437.69",17/12/2019 03:23:39 p.m.
2306100,"CREACION DEL SISTEMA DE DRENAJE PLUVIAL EN LA CIUDAD DE KIMBIRI, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO","S/. 9,603,169.00","S/. 8,912,957.87",22/09/2021 04:45:59 p.m.
2306174,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA COMUNIDAD CAMPESINA DE TOCCORANI, DISTRITO DE POMACANCHI - ACOMAYO - CUSCO","S/. 1,393,181.00","S/. 1,629,749.40",
2306265,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN INICIAL EN LAS I.E.I 1126 - QUILLAHUATA, 1230 - PUMAMARCA Y 51022 - DIEGO QUISPE TITO  DISTRITO DE SAN SEBASTIAN - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO","S/. 6,716,090.02","S/. 2,421,799.53",26/03/2021 05:55:03 p.m.
