región,tipodeservicio,ndeinforme,entidad,títulodelinforme,evento,operativo,npersonasconpresuntarespons,tipoderesponsabilidad,fechaemisión,fechaconclusión,fechapublicación,informe,ficharesumen
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10555-2020-CG/GRPU-SCE,MUNICIPALIDAD PROVINCIAL DE CHUCUITO,"Procedimiento de selección adjudicación simplificada N°007-2016-MPCH-J/CS para la ejecución de la obra ""Mejoramiento del estadio municipal de la localidad de Kelluyo""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,01/02/2021,08/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL45500006_ADJUNTO.pdf 2021CPOL45500006,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL45500006.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10544-2020-CG/GRPU-SCE,MUNICIPALIDAD PROVINCIAL DE CHUCUITO,"Procedimiento de selección adjudicación simplificada N°006-2016-MPCH-J/CS para la ejecución de la obra ""Mejoramiento del Estadio Municipal de la localidad de Zepita""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,01/02/2021,08/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL45500007_ADJUNTO.pdf 2021CPOL45500007,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL45500007.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10436-2020-CG/GRPU-SCE,MUNICIPALIDAD DISTRITAL DE ACORA,Designación directa de servidores públicos que no cumplían los requisitos del MOF en la Municipalidad Distrital de Acora - Puno,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,PENAL ADMINISTRATIVO ENTIDAD,29/12/2020,02/02/2021,09/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL45500008_ADJUNTO.pdf 2021CPOL45500008,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL45500008.pdf
PUNO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10578-2020-CG/GRPU-SCE,MUNICIPALIDAD PROVINCIAL DE CHUCUITO,"""Procedimiento de selección Adjudicación Simplificada n.° 008-2016-MPCH-J/CS para la ejecución de la obra Mejoramiento del Estadio Municipal de la localidad de Pomata, distrito de Pomata, provincia de Chucuito - Puno""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,03/02/2021,09/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL45500009_ADJUNTO.pdf 2021CPOL45500009,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL45500009.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10406-2020-CG/GRJU-SCE,MUNICIPALIDAD DISTRITAL DE YAULI-YAULI,Procedimiento de Selección de la Adjudicación Simplificada N.° 004-2016-MDY/CS,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,PENAL ADMINISTRATIVO ENTIDAD,28/12/2020,29/12/2020,02/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL46000014_ADJUNTO.pdf 2021CPOL46000014,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL46000014.pdf
JUNIN,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10420-2020-CG/GRJU-SCE,MUNICIPALIDAD DISTRITAL DE CHONGOS ALTO,"Cheques girados por importes mayores a lo registrado; así como, cheques anulados en el SIAF-SP, fueron cobrados en el Banco de la Nación",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,PENAL ADMINISTRATIVO ENTIDAD,29/12/2020,30/12/2020,08/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL46000015_ADJUNTO.pdf 2021CPOL46000015,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL46000015.pdf
HUANUCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,005-2021-CG/GRHC-SCE,MUNICIPALIDAD PROVINCIAL DE PACHITEA,EJECUCIÓN DE CONTRATO PARA ADQUISICIÓN DE CARGADOR FRONTAL,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,ADMINISTRATIVO ENTIDAD,07/01/2021,08/01/2021,04/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL46500001_ADJUNTO.pdf 2021CPOL46500001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL46500001.pdf
HUANUCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10473-2020-CG/GRHC-SCE,MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO,Bonificación extraordinaria incluida en aguinaldos de fiestas patrias y navidad del personal del régimen laboral de los Decretos Legislativos N° 276 y 1057 de la Municipalidad Provincial de Leoncio Prado,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,8,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,30/12/2020,18/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL46500008_ADJUNTO.pdf 2021CPOL46500008,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL46500008.pdf
HUANUCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10472-2020-CG/GRHC-SCE,MUNICIPALIDAD DISTRITAL DE AMARILIS,RECEPCIÓN DE CANASTA BÁSICA FAMILIAR EN EL MARCO DEL DECRETO DE URGENCIA N° 033-2020,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,30/12/2020,19/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL46500009_ADJUNTO.pdf 2021CPOL46500009,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL46500009.pdf
PASCO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10329-2020-CG/GRPA-SCE,DIRECCIÓN REGIONAL DE SALUD PASCO,"""ADQUISICIÓN DE UNIFORMES PARA TRABAJADORES ADMINISTRATIVOS Y PERSONAL CAS DE LA DIRECCIÓN REGIONAL DE SALUD PASCO""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,6,PENAL ADMINISTRATIVO ENTIDAD,22/12/2020,02/02/2021,09/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL46700001_ADJUNTO.pdf 2021CPOL46700001,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL46700001.pdf
AREQUIPA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10415-2020-CG/GRAR-SCE,MUNICIPALIDAD DISTRITAL DE TIABAYA,"Equipamiento de la obra: Mejoramiento del servicio educativo de la institución educativa Nº 40086 del pueblo joven Patasagua, distrito de Tiabaya - Arequipa - Arequipa",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2020,29/12/2020,15/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL47000015_ADJUNTO.pdf 2021CPOL47000015,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL47000015.pdf
AREQUIPA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10179-2020-CG/GRAR-SCE,MUNICIPALIDAD PROVINCIAL DE CAMANA,Contratación de estudios especializados para la formulación del Plan de Acondicionamiento Territorial 2018 - 2038 de la provincia de Camaná,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,11/12/2020,29/12/2020,26/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL47000042_ADJUNTO.pdf 2021CPOL47000042,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL47000042.pdf
MADRE DE DIOS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,9980-2020-CG/GRMD-SCE,MUNICIPALIDAD DISTRITAL DE HUEPETUHE,Proceso de otorgamiento y rendición de fondos públicos bajo la modalidad de encargos internos a funcionarios y servidores de la Municipalidad Distrital de Huepetuhe de los periodos 2015 al 2018,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,20,CIVIL PENAL ADMINISTRATIVO ENTIDAD,30/11/2020,30/12/2020,13/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL48200002_ADJUNTO.pdf 2021CPOL48200002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL48200002.pdf
MADRE DE DIOS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10160-2020-CG/GRMD-SCE,MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,SERVICIO DE CONTRO ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD AL PROCESO DE OTORGAMIENTO Y RENDICIÓN DE FONDOS PÚBLICOS BAJO LA MODALIDAD DE ENCARGOS INTERNOS A FUNCIONARIOS Y SERVIDORES DE LA MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS DE LOS PERIODOS 2015 AL 2018.,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,13,CIVIL ADMINISTRATIVO ENTIDAD,11/12/2020,30/12/2020,08/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL48200003_ADJUNTO.pdf 2021CPOL48200003,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL48200003.pdf
MADRE DE DIOS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10366-2020-CG/GRMD-SCE,MUNICIPALIDAD DISTRITAL DE HUEPETUHE,"""CONTRATACIÓN DE LOS SERVICIOS DE ELABORACIÓN DE EXPEDIENTES TÉCNICOS DE EJECUCIÓN DE OBRAS""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,PENAL ADMINISTRATIVO ENTIDAD,23/12/2020,26/01/2021,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL48200005_ADJUNTO.pdf 2021CPOL48200005,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL48200005.pdf
MADRE DE DIOS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10196-2020-CG/GRMD-SCE,MUNICIPALIDAD PROVINCIAL DE MANU,PROCESO DE OTORGAMIENTO Y RENDICIÓN DE HABILITOS DE FONDOS PÚBLICOS BAJO LA MODALIDAD DE ENCARGOS INTERNOS A FUNCIONARIOS Y SERVIDORES DE LA MUNICIPALIDAD PROVINCIAL DE MANU DE LOS PERIODOS 2015 AL 2018,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,18,CIVIL ADMINISTRATIVO ENTIDAD,14/12/2020,22/01/2021,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL48200006_ADJUNTO.pdf 2021CPOL48200006,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL48200006.pdf
MADRE DE DIOS,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10393-2020-CG/GRMD-SCE,MUNICIPALIDAD PROVINCIAL DE TAMBOPATA,"CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO PERIÓDICO Y RUTINARIO DEL CAMINO VECINAL ""EMP PE-30 C (MAVILA) - APOSENTO - NUEVO SAN JUAN - DISTRITO DE LAS PIEDRAS, PROVINCIAL DE TAMBOPATA, DEPARTAMENTO DE MADRE DE DIOS",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,PENAL ADMINISTRATIVO ENTIDAD,28/12/2020,28/01/2021,13/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL48200007_ADJUNTO.pdf 2021CPOL48200007,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL48200007.pdf
AYACUCHO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,9916-2020-CG/GRAY-SCE,UNIDAD DE GESTIÓN EDUCATIVA LOCAL CANGALLO AYACUCHO - UGEL CANGALLO,Pago por sinceramiento de planilla por conceptos remunerativos a funcionarios y servidores administrativos,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,6,CIVIL ADMINISTRATIVO ENTIDAD,25/11/2020,25/01/2021,13/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL49000002_ADJUNTO.pdf 2021CPOL49000002,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL49000002.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10428-2020-CG/SADEN-SCE,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA-LIMA,"SERVICIO DE CONTROL ESPECIFICO A HECHOS CON PRESUNTA IRREGULARIDAD MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - LIMA - ""OTORGAMIENTO DE BONIFICACIÓN ÚNICA EXTRAORDINARIA A SERVIDORES Y FUNCIONARIOS DE LA ENTIDAD EN EL AÑO 2016""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2020,03/02/2021,23/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL53002136_ADJUNTO.pdf 2021CPOL53002136,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL53002136.pdf
LAMBAYEQUE,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10412-2020-CG/SADEN-SCE,MUNICIPALIDAD PROVINCIAL DE FERREÑAFE,"SERVICIO DE CONTROL ESPECIFICO A HECHOS CON PRESUNTA IRREGULARIDAD MUNICIPALIDAD PROVINCIAL DE FERREÑAFE - ""PROCEDIMIENTO ESPECIAL DE SELECCIÓN N° RES-PROC-5-200-MPF/CS.1, PARA LA EJECUCIÓN DEL SERVICIO MANTENIMIENTO PERIÓDICO Y RUTINARIO DEL CAMINO VECINAL: EMP.PE-1NK - EMP.LA-102 DESDE EL KM 00+000.00 HASTAEL KM 13+800.00;EMP.LA-102 - EMP.LA-563 DESDE EL KM 00+000.00 HASTA EL KM 18+180.00",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,ADMINISTRATIVO ENTIDAD,28/12/2020,03/02/2021,26/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL53002137_ADJUNTO.pdf 2021CPOL53002137,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL53002137.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10427-2020-CG/SADEN-SCE,MUNICIPALIDAD DISTRITAL DE CASA GRANDE,"""ELABORACIÓN Y APROBACIÓN DEL EXPEDIENTE TÉCNICO SOBREDIMENSIONADO PARA LA EJECUCIÓN DE LA OBRA: REPARACIÓN DE PISTAS; EN EL TRAMO 1-1385; TRAMO 1-1386; TRAMO 1-1387 DE LA I ETAPA DE LA URBANIZACIÓN MIGUEL GRAU DISTRITO DE CASA GRANDE, PROVINCIA DE ASCOPE, DEPARTAMENTO DE LA LIBERTAD",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,CIVIL ADMINISTRATIVO ENTIDAD,29/12/2020,05/02/2021,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL53002138_ADJUNTO.pdf 2021CPOL53002138,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL53002138.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,10474-2020-CG/SADEN-SCE,MUNICIPALIDAD DISTRITAL DE GUADALUPITO,"""SUSPENSIÓN Y AMPLIACIÓN DE PLAZO SIN SUSTENTO TÉCNICO NI LEGAL, ASÍ COMO LA NO REDUCCIÓN DEL PLAZO EN LA EJECUCIÓN DE LA OBRA RECUPERACIÓN Y REHABILITACIÓN DE CAMINOS VECINALES EN EL DISTRITO DE GUADALUPITO, VIRÚ - LA LIBERTAD""",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,1,PENAL ADMINISTRATIVO ENTIDAD,30/12/2020,05/02/2021,10/02/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/02/2021CPOL53002139_ADJUNTO.pdf 2021CPOL53002139,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/02/2021CPOL53002139.pdf
LORETO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,039-2020-2-0310,ZONA REGISTRAL Nº IV - SEDE IQUITOS EX OFICINA REGISTRAL REGIONAL REGION LORETO,Contratación irregular del servicio de elaboración del sinceramiento de las cuentas contables del activo fijo y pre inventario 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,CIVIL PENAL ADMINISTRATIVO ENTIDAD,30/11/2020,30/11/2020,02/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO031000038_ADJUNTO.pdf 2020CPO031000038,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO031000038.pdf
APURIMAC,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,030-2020-2-0347,MUNICIPALIDAD PROVINCIAL DE ABANCAY,PAGO DE CONVENIO COLECTIVO A GERENTES Y SUBGERENTES DESIGNADOS EN CARGOS DE CONFIANZA DE LA MUNICIPALIDAD PROVINCIAL DE ABANCAY,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,15,CIVIL ADMINISTRATIVO ENTIDAD,30/09/2020,02/10/2020,10/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO034700031_ADJUNTO.pdf 2020CPO034700031,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO034700031.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,025-2020-2-2164,MUNICIPALIDAD DISTRITAL DEL RIMAC,CONVENIO DE COOPERACIÓN PARA LA CREACIÓN DEL SERVICIO DE SALUD MÉDICO VETERINARIO,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,15,PENAL ADMINISTRATIVO ENTIDAD,03/12/2020,03/12/2020,04/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO216400027_ADJUNTO.pdf 2020CPO216400027,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO216400027.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,011-2020-2-2170,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,DECLARACIÓN Y PAGO DE TRIBUTOS RETENIDOS,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,3,CIVIL ADMINISTRATIVO ENTIDAD,11/12/2020,14/12/2020,04/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO217000013_ADJUNTO.pdf 2020CPO217000013,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO217000013.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,035-2020-2-2184,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO,DISTRIBUCIÓN Y REGISTRO DE BENEFICIARIOS DE LA CANASTA BÁSICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID - 19,EMERGENCIA SANITARIA - COVID 19,SIN OPERATIVO ASOCIADO,10,PENAL ADMINISTRATIVO ENTIDAD,22/12/2020,28/12/2020,05/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO218400043_ADJUNTO.pdf 2020CPO218400043,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO218400043.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,013-2020-2-2706,MUNICIPALIDAD DISTRITAL DE IRAZOLA,CONTRATOS DE LOCACIÓN DE SERVICIOS QUE NO CONTARON CON CERTIFICACIÓN DE CRÉDITO PRESUPUESTAL,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL UCAYALI,3,ADMINISTRATIVO ENTIDAD,18/12/2020,22/12/2020,04/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO270600013_ADJUNTO.pdf 2020CPO270600013,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO270600013.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,013-2020-2-5254,UNIDAD DE GESTIÓN EDUCATIVA LOCAL ATALAYA - UGEL ATALAYA,PAGOS INDEBIDOS A EMPRESAS ACREEDORAS DE TRABAJADORES DE LA UGEL DE ATALAYA DURANTE EL AÑO 2018,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,5,PENAL ADMINISTRATIVO ENTIDAD,15/10/2020,15/10/2020,04/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO525400015_ADJUNTO.pdf 2020CPO525400015,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO525400015.pdf
UCAYALI,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,015-2020-2-5254,UNIDAD DE GESTIÓN EDUCATIVA LOCAL ATALAYA - UGEL ATALAYA,PAGO IRREGULAR A DOCENTE EN LA UGEL DE ATALAYA PERÍODOS 2018 Y 2019,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,PENAL ADMINISTRATIVO ENTIDAD,15/10/2020,15/10/2020,04/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO525400017_ADJUNTO.pdf 2020CPO525400017,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO525400017.pdf
P. C. DEL CALLAO,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,021-2020-2-5355,GOBIERNO REGIONAL DEL CALLAO,SERVICIO DE CONTROL ESPECÍFICO A LA CONTRATACIÓN DE MATERIALES DE ELECTRICIDAD PARA LA VILLA DEPORTIVA REGIONAL DEL CALLAO,NO SE ASOCIA A NINGÚN EVENTO,MEGAOPERATIVO REGIONAL DE CONTROL CALLAO,3,PENAL ADMINISTRATIVO ENTIDAD,11/11/2020,13/11/2020,12/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPO535500021_ADJUNTO.pdf 2020CPO535500021,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPO535500021.pdf
LA LIBERTAD,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,9616-2020-CG/GRLIB-SCE,MUNICIPALIDAD DISTRITAL DE HUANCHACO,"Contratación Pública Especial N° 05-2019-MDH para la ejecución de la obra ""Reparación de infraestructura del transporte; en la rehabilitación del camino vecinal en la carretera tramo el Empalme Li 104 La Costanera - El Tablazo - Valdivia Baja y Alta - El Trópico Li 728 en la localidad Huanchaco""",RECONSTRUCCIÓN CON CAMBIOS,SIN OPERATIVO ASOCIADO,3,PENAL ADMINISTRATIVO ENTIDAD,23/10/2020,02/12/2020,08/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2020CPOL49500380_ADJUNTO.pdf 2020CPOL49500380,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2020CPOL49500380.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,001-2021-2-0069,INSTITUTO TECNOLÓGICO DE LA PRODUCCIÓN (ITP),"DEFICIENTE EXPEDIENTE TÉCNICO ELABORADO POR CONSULTORES CONTRATADOS DIRECTAMENTE, PARA LA OBRA CITE ACUÍCOLA AHUASHIYACU",NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,4,PENAL ADMINISTRATIVO ENTIDAD,25/01/2021,26/01/2021,31/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2021CPO006900007_ADJUNTO.pdf 2021CPO006900007,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2021CPO006900007.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,007-2020-2-0096,EMPRESA MUNICIPAL DE MERCADOS S.A. - EMMSA,COBRANZA Y RECUPERACIÓN DE LOS PAGOS REALIZADOS POR EMMSA CORRESPONDIENTE A LOS SERVICIOS DE AGUA Y ENERGIA ELÉCTRICA POR LOS CONSUMOS DE LOS SERVICIOS HIGIÉNICOS DEL MÓDULO N°5 DEL GMML,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,2,ADMINISTRATIVO ENTIDAD,14/12/2020,09/03/2021,22/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2021CPO009600003_ADJUNTO.pdf 2021CPO009600003,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2021CPO009600003.pdf
LIMA,SERVICIO DE CONTROL ESPECÍFICO A HECHOS CON PRESUNTA IRREGULARIDAD,008-2021-2-0190,PROGRAMA EDUCACION BASICA PARA TODOS,CONTRATACIÓN DE PERSONAL POR SERVICIO DE TERCEROS EN LA SECRETARÍA NACIONAL DE LA JUVENTUD,NO SE ASOCIA A NINGÚN EVENTO,SIN OPERATIVO ASOCIADO,9,PENAL ADMINISTRATIVO ENTIDAD,26/02/2021,03/03/2021,15/03/2021,https://s3.amazonaws.com/spic-informes-publicados/informes/2021/03/2021CPO019000008_ADJUNTO.pdf 2021CPO019000008,https://s3.amazonaws.com/spic-informes-publicados/resumen/2021/03/2021CPO019000008.pdf
